reporting-organisation,iati-identifier,aid_project_title,activity_description,full_details,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,total_incoming-funds,total_loan-repayment,total_interest-repayment,start-planned_iso-date,start-planned,start-actual_iso-date,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,funding-organisations,extending-organisations,accountable-organisations,implementing-organisations,recipient-country_codes,recipient-countries,recipient-country_percentages,recipient-region_codes,recipient-regions,recipient-region_percentages,activity-website,activity-status_code,activity-status,collaboration-type_code,collaboration-type,conditions-attached,condition_types,conditions,sectors,sector_vocabularies,sector_codes,sector_percentages,policy-markers,policy-marker_vocabularies,policy-marker_significance,policy-marker_codes,contact-info_organisation,contact-info_person-name,contact-info_person-name,contact-info_email,contact-info_mailing-address,default-aid-type_code,default-aid-type,default-finance-type_code,default-finance-type,default-flow-type_code,default-flow-type,default-tied-status_code,default-tied-status,related-activities,related-activity_types,last-updated-datetime
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/707/001,14.1 - CPN,"14.1 - CPN                              oitation and harmful practices against children in  20 states by 2013., which contributes to Field/Country Office Oversight, Management And Operations Support, Harmful Practices (Fgm/C And Child Marriage), Operations Support To Programme Delivery, Prevention And Response Services For Violence Against Children, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Evaluations, Research And Data, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Programme Component Results (PCR) 14 - YS505  Social Norms             major harmful practices, abuse and exploitation by 2013.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/707/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Public health emergencies, including disease outbreaks; Administrative data and Information Management System (IMS) including CPIMS+, GBVIMS+, MRMIMS+; Legal and policy framework related to violence, exploitation and abuse; ECD data, evidence, and knowledge generation and dissemination ; Community and home based maternal and newborn care; Services related to FGM/C; Promoting diversion and alternatives to deprivation of liberty ; Country programme process (including UNDAF planning and CCA); HSS - Risk informed programming including climate resilience disaster and conflict ; Social and behaviour change communication on violence, exploitation and abuse; Administrative costs (non-sector allocable); Multi-hazard response preparedness; Social protection and welfare services policy, planning and administration; Material relief assistance and services; Public finance management (PFM); Budget planning; Quality Education; Public finance management (PFM); Reproductive health care; Public finance management (PFM); Public finance management (PFM); Partnerships for the Goals; Good Health and Well-being; Peace, Justice and Strong Institutions",99; 99; 99; 99; 99; 99; 99; 99; 99; 99; 1; 1; 1; 1; 1; 1; 7; 1; 1; 1; 1; 7; 7; 7,21-03-18; 23-01-07; 23-01-01; 21-08-04; 21-01-01; 23-02-07; 23-03-01; 26-01-01; 21-03-14; 23-01-17; 91010; 74020; 16011; 72010; 15160; 15117; 4; 15180; 13020; 15131; 15261; 17; 3; 16,60.6; 2.3; .7; 13.9; 1.8; 0; 14; 4.9; .5; 1.2; 4.9; .5; 13.9; 60.6; .7; 1.2; 13.9; 0; 1.8; 14; 2.3; 4.9; 62.9; 18.2,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/707 PCR 14 - YS505  SOCIAL NORMS,1,2022-05-27T00:15:13-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/707/009,INACTIVE:Programme Component Results (PCR) 14 - YS505  SOCIAL NORMS,"Inactive, which contributes to Cross-Sectoral Monitoring, Data And Situation Analyses, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Programme Component Results (PCR) 14 - YS505  Social Norms             major harmful practices, abuse and exploitation by 2013.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/707/009,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Country programme process (including UNDAF planning and CCA); Administrative costs (non-sector allocable); Partnerships for the Goals,99; 1; 7,26-01-01; 91010; 17,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/707 PCR 14 - YS505  SOCIAL NORMS,1,2022-05-27T00:15:14-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/708/028,INACTIVE:PCR2  - YH101- IMMUNIZATION SERVICES,"inactive, which contributes to Immunization. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   By end 2013, 80% of all children (boys and girls) under one year in selected High Burden (HB) States are fully immunized through
a system that guarantees sustainability and polio transmission is interrupted.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/708/028,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",MNTE supplementary immunization activities; Infectious disease control; Good Health and Well-being,99; 1; 7,21-01-03; 12250; 3,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/708 PCR2  - YH101- IMMUNIZATION SERVICES,1,2022-05-27T00:15:14-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/800/888,HR:PROGRAMME SUPPORT,"HR, which contributes to Other Cross-Sectoral Programme Areas. This contributes to the following Country Programme result:  Effective, efficient programme management operational support to program me delivery",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/800/888,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,1,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Country programme process (including UNDAF planning and CCA); Administrative costs (non-sector allocable); Partnerships for the Goals,99; 1; 7,26-01-01; 91010; 17,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/800 PROGRAMME SUPPORT,1,2022-05-27T00:15:14-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/708/033,2.4 - EFFECTIVE COM FOR SBC,"Effective communication for social behavioural change and demand creation for immunization services in general and polio in
particular, which contributes to Child Health, Immunization. UNICEF aims to achieve this through Advocacy And Public Engagement, Evaluations, Research And Data, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   By end 2013, 80% of all children (boys and girls) under one year in selected High Burden (HB) States are fully immunized through
a system that guarantees sustainability and polio transmission is interrupted.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/708/033,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Technical assistance - Maternal and newborn health; Polio operational costs; MNTE supplementary immunization activities; Health policy and administrative management; Infectious disease control; Good Health and Well-being,99; 99; 99; 1; 1; 7,21-01-99; 21-02-14; 21-01-03; 12110; 12250; 3,.6; 0; 99.4; .6; 99.4; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/708 PCR2  - YH101- IMMUNIZATION SERVICES,1,2022-05-27T00:15:15-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/303/026,7.2 - CAPACITY DEV. FOR IMPROVED SERVICE,"7.2 - Capacity dev. for improved serviceed capacities for applying Water, Sanitation, and Hygiene (WASH) approaches in the delivery of Water, Sanitation, and Hygiene (WASH) services., which contributes to Water. UNICEF aims to achieve this through Developing And Leveraging Resources And Partnerships, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR7 - YW303  - 5 % increase in the  population including those in lowest wealth quintile use improved water sources",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/303/026,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Adolescent development - health and wellbeing; HSS - Risk informed programming including climate resilience disaster and conflict ; WASH - Enabling environment (policies/strategies, coordination, regulation, financing, planning-monitoring-review, sector capacity development and professionalization); Public finance management (PFM); Health education; Multi-hazard response preparedness; Good Health and Well-being; Clean Water and Sanitation",99; 99; 99; 1; 1; 1; 7; 7,21-09-07; 21-03-14; 24-01-01; 14020; 12261; 74020; 3; 6,9.5; .4; 90.1; 90.1; 9.5; .4; 9.9; 90.1,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/303 PCR7 - YW303 -  IMPROVED ACCESS AND USE,1,2022-05-27T00:15:15-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/101/007,"INACTIVE:PCR1 - YH101 - MATERNAL, NEWBORN & CHILD","inactive FOR DATA MIGRATION: 07 - H&N - CFO, which contributes to Child Health. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By end 2013, 50%  of most deprived pregnant women and children under-fiv e have access to and utilize quality Maternal, Neonatal, and Child Health (MNCH) Services and
high impact inter ventions in selected high burden States",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/101/007,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Immunization supply chain, including cold chain; Basic health care; Good Health and Well-being",99; 1; 7,21-02-02; 12220; 3,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,"3210/A0/04/101 PCR1 - YH101 - MATERNAL, NEWBORN & CHILD",1,2022-05-27T00:15:16-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/101/016,"INACTIVE:PCR1 - YH101 - MATERNAL, NEWBORN & CHILD","inactive FOR DATA MIGRATION: 1.3 -  Enugu - Primary health care â€“ based health systems, which contributes to Child Health. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By end 2013, 50%  of most deprived pregnant women and children under-fiv e have access to and utilize quality Maternal, Neonatal, and Child Health (MNCH) Services and
high impact inter ventions in selected high burden States",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/101/016,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Immunization supply chain, including cold chain; Technical assistance - Maternal and newborn health; Basic health care; Health policy and administrative management; Good Health and Well-being",99; 99; 1; 1; 7,21-02-02; 21-01-99; 12220; 12110; 3,83.3; 16.7; 83.3; 16.7; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,"3210/A0/04/101 PCR1 - YH101 - MATERNAL, NEWBORN & CHILD",1,2022-05-27T00:15:16-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/101/025,"INACTIVE:PCR1 - YH101 - MATERNAL, NEWBORN & CHILD","inactive  FOR DATA MIGRATION: 1.4 - Kaduna - Sleeping under ITNs, use of Oral Rehydration Solution (ORS),  completion of immunization, Antenatal Car (ANC) attendance and hand
washing practices.. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By end 2013, 50%  of most deprived pregnant women and children under-fiv e have access to and utilize quality Maternal, Neonatal, and Child Health (MNCH) Services and
high impact inter ventions in selected high burden States",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/101/025,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Technical assistance - Maternal and newborn health; Health policy and administrative management; Good Health and Well-being,99; 1; 7,21-01-99; 12110; 3,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,"3210/A0/04/101 PCR1 - YH101 - MATERNAL, NEWBORN & CHILD",1,2022-05-27T00:15:16-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/202/009,INACTIVE:PCR4 - YE202 - ACCESS TO BASIC EDUCATION,"inactive  FOR DATA MIGRATION: 1.1  - Enugu - Access  to education for  Out-of-School/Marginalized boys and girls, which contributes to Equitable Access To Quality Education, Operations Support To Programme Delivery. UNICEF aims to achieve this through Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   PCR4 - YE202 -  School aged girls and boys including those deprived have access to basic education by end of 2013 in 13 HB and
UNDAF (DaO) States,",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/202/009,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",System strengthening - inclusive education for children with disabilities ; Country programme process (including UNDAF planning and CCA); Administrative costs (non-sector allocable); Education policy and administrative management; Quality Education; Partnerships for the Goals,99; 99; 1; 1; 7; 7,22-01-06; 26-01-01; 91010; 11110; 4; 17,88.9; 11.1; 11.1; 88.9; 88.9; 11.1,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/202 PCR4 - YE202 - ACCESS TO BASIC EDUCATION,1,2022-05-27T00:15:17-04:00
